node,degree,shell,x,y,is_hub
48,13,2,-0.083997082126343173,0.27988917590202111,0
49,5,1,-0.15960136765829347,0.058657240085498802,0
50,9,1,-0.18130332632040458,-0.059106678580912314,0
51,2,1,-0.10207607683605849,-0.22481710745679959,0
52,6,2,0.10425089308790475,0.33164300324458845,0
53,8,1,0.11981107742621841,-0.21739995270213078,0
54,12,2,0.11624827265881862,0.29910617047706567,0
55,9,1,-0.13153919438680178,-0.18987519898376345,0
56,7,1,-0.063800193446570827,0.14403564544795375,0
57,3,1,0.023520917823562151,0.1973830068762143,0
58,13,2,-0.23808828961113176,-0.23166027063746811,0
59,9,2,-0.29452386428423016,0.17608734542453675,0
60,10,1,-0.010242748151954501,-0.23778201862916412,0
61,14,2,-0.25355955200870273,0.16217547043296729,0
62,9,2,0.3048252577051872,-0.22245334101531947,0
63,12,2,0.12029123911429312,0.31904877805992027,0
64,17,1,-0.016205764872322843,-0.22752251018972705,0
65,3,2,0.049002751128222846,0.32564226880715774,0
66,5,1,0.004894199118081595,-0.24642763486277278,0
67,11,2,-0.26507381894846616,0.16571742798016476,0
68,4,2,-0.14754363663153808,0.30742734233593016,0
69,7,2,-0.10197631468534961,0.28870108381788029,0
70,8,2,-0.31708420786657937,-0.046181297963217988,0
71,6,1,0.054679461997372086,0.18221804001963732,0
72,7,1,0.1692975903315127,0.11270469606151413,0
73,3,1,0.1564834087300396,-0.19868285508550762,0
74,10,1,-0.17798471249837877,-0.055038435937994873,0
75,10,2,0.11830212170367665,0.32258633541865334,0
76,2,1,0.036166752918157838,-0.22089614981432013,0
77,5,1,0.043796746550465893,0.17700889207737774,0
78,2,2,0.011538943745295724,-0.38356668291920415,0
79,11,1,0.1109660343227841,-0.21977835993586722,0
80,13,1,-0.16394568845186558,-0.049969128716409544,0
81,5,2,0.089859459766884198,0.3174688990091632,0
82,3,1,-0.19036256586958591,0.04200743149997789,0
83,6,2,0.097618985282181048,0.30757131220561351,0
84,5,1,0.042744050838941727,0.1848064116577488,0
85,11,1,0.068732523995675657,0.19096052419954329,0
86,15,2,0.12163885004561312,0.29384586014274838,0
87,5,1,-0.067379841632172158,0.13157983402472914,0
88,2,1,-0.069828848041861527,-0.18195038384961479,0
89,3,1,-0.10363630995712796,0.15211458028125424,0
90,4,1,0.22708629462283897,-0.13114371945419301,0
91,5,1,-0.16356615932216526,0.056959699885785961,0
92,12,2,0.11888270995212058,0.31924998814432787,0
93,2,1,-0.077417781556878645,-0.20147907732026268,0
94,4,2,-0.14354712129657068,0.29494121513365534,0
95,7,2,-0.35162327514058622,-0.056228905584150002,0
96,3,2,0.16110272464856246,-0.35846317708589126,0
97,5,1,0.22710090697666396,-0.0037603377987952824,0
98,8,1,-0.16837206568677249,-0.064194782279083623,0
99,5,2,-0.28151648604280244,0.14600240809399795,0
100,14,2,0.12349543135847932,0.31482612995986792,0
101,3,1,0.017856448430876373,-0.22882477691360284,0
102,5,2,0.090146849478602908,0.32677433267300243,0
103,6,1,0.052083157328256996,0.17566689117916906,0
104,5,3,-0.39474606055738048,0.23758315388790313,0
105,2,1,-0.098957568382280842,0.11771813039390369,0
106,2,2,-0.18548082868933219,-0.31291350547516217,0
107,8,1,-0.0086445106562547183,-0.25371989910289394,0
108,4,2,-0.12680945775060679,0.25861657769760449,0
109,8,1,-0.18113529253256802,-0.07016790330549566,0
